,Year_0,row_id,fund2
912,2022,2022_725,Institutional support
913,2022,2022_726,Institutional support
914,2022,2022_729,Institutional support
915,2022,2022_730,Institutional support
916,2022,2022_732,Institutional support
917,2022,2022_736,Institutional support
918,2022,2022_739,Institutional support
919,2022,2022_746,Institutional support
920,2022,2022_754,Institutional support
921,2022,2022_757,Institutional support
922,2022,2022_758,Institutional support
923,2022,2022_761,Institutional support
924,2022,2022_765,Institutional support
925,2022,2022_766,Institutional support
926,2022,2022_770,Institutional support
927,2022,2022_771,Institutional support
928,2022,2022_778,Institutional support
929,2022,2022_780,Institutional support
930,2022,2022_782,Institutional support
931,2022,2022_787,Institutional support
932,2022,2022_789,Institutional support
933,2022,2022_790,Institutional support
934,2022,2022_791,Institutional support
935,2022,2022_793,Institutional support
936,2022,2022_794,Institutional support
937,2022,2022_795,Institutional support
938,2022,2022_796,Institutional support
939,2022,2022_799,Institutional support
940,2022,2022_800,Institutional support
941,2022,2022_801,Institutional support
942,2022,2022_802,Institutional support
943,2022,2022_803,Institutional support
944,2022,2022_805,Institutional support
945,2022,2022_807,Institutional support
946,2022,2022_809,Institutional support
947,2022,2022_812,Institutional support
948,2022,2022_816,Institutional support
949,2022,2022_818,Institutional support
950,2022,2022_819,Institutional support
951,2022,2022_821,Institutional support
952,2022,2022_824,Institutional support
953,2022,2022_825,Institutional support
954,2022,2022_828,Institutional support
955,2022,2022_829,Institutional support
956,2022,2022_833,Institutional support
957,2022,2022_845,Institutional support
958,2022,2022_848,Institutional support
959,2022,2022_849,Institutional support
960,2022,2022_850,Institutional support
961,2022,2022_851,Institutional support
962,2022,2022_852,Institutional support
963,2022,2022_854,Institutional support
964,2022,2022_855,Institutional support
965,2022,2022_861,Institutional support
966,2022,2022_864,Institutional support
967,2022,2022_866,Institutional support
968,2022,2022_868,Institutional support
969,2022,2022_869,Institutional support
970,2022,2022_874,Institutional support
971,2022,2022_876,Institutional support
972,2022,2022_882,Institutional support
973,2022,2022_883,Institutional support
974,2022,2022_884,Institutional support
975,2022,2022_885,Institutional support
976,2022,2022_887,Institutional support
977,2022,2022_888,Institutional support
978,2022,2022_891,Institutional support
979,2022,2022_892,Institutional support
980,2022,2022_894,Institutional support
981,2022,2022_895,Institutional support
982,2022,2022_896,Institutional support
983,2022,2022_898,Institutional support
984,2022,2022_899,Institutional support
985,2022,2022_901,Institutional support
986,2022,2022_904,Institutional support
987,2022,2022_905,Institutional support
988,2022,2022_906,Institutional support
989,2022,2022_908,Institutional support
990,2022,2022_911,Institutional support
991,2022,2022_914,Institutional support
992,2022,2022_915,Institutional support
993,2022,2022_917,Institutional support
994,2022,2022_918,Institutional support
995,2022,2022_919,Institutional support
996,2022,2022_920,Institutional support
997,2022,2022_921,Institutional support
998,2022,2022_927,Institutional support
999,2022,2022_928,Institutional support
1000,2022,2022_930,Institutional support
1001,2022,2022_933,Institutional support
1002,2022,2022_938,Institutional support
1003,2022,2022_943,Institutional support
1004,2022,2022_944,Institutional support
1005,2022,2022_945,Institutional support
1006,2022,2022_949,Institutional support
1007,2022,2022_950,Institutional support
1008,2022,2022_953,Institutional support
1009,2022,2022_954,Institutional support
1010,2022,2022_957,Institutional support
1011,2022,2022_958,Institutional support
1012,2022,2022_959,Institutional support
1013,2022,2022_960,Institutional support
1014,2022,2022_963,Institutional support
1015,2022,2022_966,Institutional support
1016,2022,2022_967,Institutional support
1017,2022,2022_970,Institutional support
1018,2022,2022_971,Institutional support
1019,2022,2022_976,Institutional support
1020,2022,2022_981,Institutional support
1021,2022,2022_984,Institutional support
1022,2022,2022_990,Institutional support
1023,2022,2022_993,Institutional support
1024,2022,2022_996,Institutional support
1025,2022,2022_999,Institutional support
1026,2022,2022_1002,Institutional support
1027,2022,2022_47,Other
1028,2022,2022_54,Other
1029,2022,2022_86,Other
1030,2022,2022_125,Other
1031,2022,2022_137,Other
1032,2022,2022_158,Other
1033,2022,2022_193,Other
1034,2022,2022_224,Other
1035,2022,2022_258,Other
1036,2022,2022_276,Other
1037,2022,2022_292,Other
1038,2022,2022_297,Other
1039,2022,2022_317,Other
1040,2022,2022_321,Other
1041,2022,2022_331,Other
1042,2022,2022_348,Other
1043,2022,2022_362,Other
1044,2022,2022_363,Other
1045,2022,2022_393,Other
1046,2022,2022_404,Other
1047,2022,2022_433,Other
1048,2022,2022_468,Other
1049,2022,2022_486,Other
1050,2022,2022_495,Other
1051,2022,2022_502,Other
1052,2022,2022_544,Other
1053,2022,2022_552,Other
1054,2022,2022_568,Other
1055,2022,2022_672,Other
1056,2022,2022_759,Other
1057,2022,2022_804,Other
1058,2022,2022_849,Other
1059,2022,2022_896,Other
1060,2022,2022_900,Other
1061,2022,2022_912,Other
