,Year_0,row_id,fund2
651,2022,2022_117,Institutional support
652,2022,2022_118,Institutional support
653,2022,2022_123,Institutional support
654,2022,2022_129,Institutional support
655,2022,2022_132,Institutional support
656,2022,2022_133,Institutional support
657,2022,2022_134,Institutional support
658,2022,2022_135,Institutional support
659,2022,2022_137,Institutional support
660,2022,2022_138,Institutional support
661,2022,2022_139,Institutional support
662,2022,2022_140,Institutional support
663,2022,2022_141,Institutional support
664,2022,2022_144,Institutional support
665,2022,2022_145,Institutional support
666,2022,2022_146,Institutional support
667,2022,2022_148,Institutional support
668,2022,2022_149,Institutional support
669,2022,2022_150,Institutional support
670,2022,2022_151,Institutional support
671,2022,2022_153,Institutional support
672,2022,2022_154,Institutional support
673,2022,2022_155,Institutional support
674,2022,2022_156,Institutional support
675,2022,2022_159,Institutional support
676,2022,2022_160,Institutional support
677,2022,2022_163,Institutional support
678,2022,2022_164,Institutional support
679,2022,2022_168,Institutional support
680,2022,2022_169,Institutional support
681,2022,2022_172,Institutional support
682,2022,2022_173,Institutional support
683,2022,2022_174,Institutional support
684,2022,2022_179,Institutional support
685,2022,2022_183,Institutional support
686,2022,2022_185,Institutional support
687,2022,2022_189,Institutional support
688,2022,2022_190,Institutional support
689,2022,2022_194,Institutional support
690,2022,2022_199,Institutional support
691,2022,2022_200,Institutional support
692,2022,2022_203,Institutional support
693,2022,2022_204,Institutional support
694,2022,2022_209,Institutional support
695,2022,2022_212,Institutional support
696,2022,2022_213,Institutional support
697,2022,2022_214,Institutional support
698,2022,2022_217,Institutional support
699,2022,2022_225,Institutional support
700,2022,2022_232,Institutional support
701,2022,2022_234,Institutional support
702,2022,2022_235,Institutional support
703,2022,2022_236,Institutional support
704,2022,2022_239,Institutional support
705,2022,2022_241,Institutional support
706,2022,2022_247,Institutional support
707,2022,2022_253,Institutional support
708,2022,2022_255,Institutional support
709,2022,2022_263,Institutional support
710,2022,2022_264,Institutional support
711,2022,2022_265,Institutional support
712,2022,2022_266,Institutional support
713,2022,2022_267,Institutional support
714,2022,2022_268,Institutional support
715,2022,2022_269,Institutional support
716,2022,2022_271,Institutional support
717,2022,2022_272,Institutional support
718,2022,2022_273,Institutional support
719,2022,2022_277,Institutional support
720,2022,2022_279,Institutional support
721,2022,2022_285,Institutional support
722,2022,2022_287,Institutional support
723,2022,2022_289,Institutional support
724,2022,2022_291,Institutional support
725,2022,2022_292,Institutional support
726,2022,2022_296,Institutional support
727,2022,2022_297,Institutional support
728,2022,2022_299,Institutional support
729,2022,2022_300,Institutional support
730,2022,2022_301,Institutional support
731,2022,2022_302,Institutional support
732,2022,2022_305,Institutional support
733,2022,2022_306,Institutional support
734,2022,2022_307,Institutional support
735,2022,2022_314,Institutional support
736,2022,2022_315,Institutional support
737,2022,2022_317,Institutional support
738,2022,2022_319,Institutional support
739,2022,2022_320,Institutional support
740,2022,2022_321,Institutional support
741,2022,2022_326,Institutional support
742,2022,2022_327,Institutional support
743,2022,2022_330,Institutional support
744,2022,2022_334,Institutional support
745,2022,2022_336,Institutional support
746,2022,2022_338,Institutional support
747,2022,2022_340,Institutional support
748,2022,2022_341,Institutional support
749,2022,2022_343,Institutional support
750,2022,2022_346,Institutional support
751,2022,2022_348,Institutional support
752,2022,2022_352,Institutional support
753,2022,2022_353,Institutional support
754,2022,2022_355,Institutional support
755,2022,2022_356,Institutional support
756,2022,2022_357,Institutional support
757,2022,2022_363,Institutional support
758,2022,2022_372,Institutional support
759,2022,2022_379,Institutional support
760,2022,2022_380,Institutional support
761,2022,2022_381,Institutional support
762,2022,2022_383,Institutional support
763,2022,2022_386,Institutional support
764,2022,2022_387,Institutional support
765,2022,2022_389,Institutional support
766,2022,2022_394,Institutional support
767,2022,2022_395,Institutional support
768,2022,2022_397,Institutional support
769,2022,2022_398,Institutional support
770,2022,2022_400,Institutional support
771,2022,2022_403,Institutional support
772,2022,2022_404,Institutional support
773,2022,2022_406,Institutional support
774,2022,2022_408,Institutional support
775,2022,2022_409,Institutional support
776,2022,2022_411,Institutional support
777,2022,2022_412,Institutional support
778,2022,2022_413,Institutional support
779,2022,2022_414,Institutional support
780,2022,2022_415,Institutional support
781,2022,2022_416,Institutional support
782,2022,2022_417,Institutional support
783,2022,2022_418,Institutional support
784,2022,2022_419,Institutional support
785,2022,2022_420,Institutional support
786,2022,2022_421,Institutional support
787,2022,2022_422,Institutional support
788,2022,2022_423,Institutional support
789,2022,2022_424,Institutional support
790,2022,2022_428,Institutional support
791,2022,2022_430,Institutional support
792,2022,2022_431,Institutional support
793,2022,2022_434,Institutional support
794,2022,2022_436,Institutional support
795,2022,2022_439,Institutional support
796,2022,2022_440,Institutional support
797,2022,2022_442,Institutional support
798,2022,2022_444,Institutional support
799,2022,2022_447,Institutional support
800,2022,2022_452,Institutional support
801,2022,2022_456,Institutional support
802,2022,2022_457,Institutional support
803,2022,2022_458,Institutional support
804,2022,2022_459,Institutional support
805,2022,2022_460,Institutional support
806,2022,2022_461,Institutional support
807,2022,2022_462,Institutional support
808,2022,2022_464,Institutional support
809,2022,2022_465,Institutional support
810,2022,2022_466,Institutional support
811,2022,2022_470,Institutional support
812,2022,2022_471,Institutional support
813,2022,2022_472,Institutional support
814,2022,2022_475,Institutional support
815,2022,2022_477,Institutional support
816,2022,2022_479,Institutional support
817,2022,2022_480,Institutional support
818,2022,2022_483,Institutional support
819,2022,2022_484,Institutional support
820,2022,2022_487,Institutional support
821,2022,2022_490,Institutional support
822,2022,2022_493,Institutional support
823,2022,2022_494,Institutional support
824,2022,2022_497,Institutional support
825,2022,2022_498,Institutional support
826,2022,2022_499,Institutional support
827,2022,2022_501,Institutional support
828,2022,2022_502,Institutional support
829,2022,2022_504,Institutional support
830,2022,2022_514,Institutional support
831,2022,2022_521,Institutional support
832,2022,2022_523,Institutional support
833,2022,2022_524,Institutional support
834,2022,2022_525,Institutional support
835,2022,2022_527,Institutional support
836,2022,2022_529,Institutional support
837,2022,2022_540,Institutional support
838,2022,2022_541,Institutional support
839,2022,2022_544,Institutional support
840,2022,2022_547,Institutional support
841,2022,2022_548,Institutional support
842,2022,2022_549,Institutional support
843,2022,2022_552,Institutional support
844,2022,2022_556,Institutional support
845,2022,2022_557,Institutional support
846,2022,2022_558,Institutional support
847,2022,2022_559,Institutional support
848,2022,2022_561,Institutional support
849,2022,2022_562,Institutional support
850,2022,2022_563,Institutional support
851,2022,2022_564,Institutional support
852,2022,2022_570,Institutional support
853,2022,2022_573,Institutional support
854,2022,2022_577,Institutional support
855,2022,2022_579,Institutional support
856,2022,2022_581,Institutional support
857,2022,2022_582,Institutional support
858,2022,2022_588,Institutional support
859,2022,2022_589,Institutional support
860,2022,2022_594,Institutional support
861,2022,2022_600,Institutional support
862,2022,2022_602,Institutional support
863,2022,2022_603,Institutional support
864,2022,2022_617,Institutional support
865,2022,2022_618,Institutional support
866,2022,2022_619,Institutional support
867,2022,2022_621,Institutional support
868,2022,2022_625,Institutional support
869,2022,2022_627,Institutional support
870,2022,2022_630,Institutional support
871,2022,2022_631,Institutional support
872,2022,2022_637,Institutional support
873,2022,2022_639,Institutional support
874,2022,2022_642,Institutional support
875,2022,2022_647,Institutional support
876,2022,2022_649,Institutional support
877,2022,2022_651,Institutional support
878,2022,2022_655,Institutional support
879,2022,2022_657,Institutional support
880,2022,2022_659,Institutional support
881,2022,2022_662,Institutional support
882,2022,2022_665,Institutional support
883,2022,2022_668,Institutional support
884,2022,2022_669,Institutional support
885,2022,2022_670,Institutional support
886,2022,2022_676,Institutional support
887,2022,2022_677,Institutional support
888,2022,2022_678,Institutional support
889,2022,2022_679,Institutional support
890,2022,2022_680,Institutional support
891,2022,2022_681,Institutional support
892,2022,2022_682,Institutional support
893,2022,2022_683,Institutional support
894,2022,2022_684,Institutional support
895,2022,2022_687,Institutional support
896,2022,2022_689,Institutional support
897,2022,2022_690,Institutional support
898,2022,2022_691,Institutional support
899,2022,2022_692,Institutional support
900,2022,2022_695,Institutional support
901,2022,2022_696,Institutional support
902,2022,2022_698,Institutional support
903,2022,2022_699,Institutional support
904,2022,2022_701,Institutional support
905,2022,2022_702,Institutional support
906,2022,2022_706,Institutional support
907,2022,2022_708,Institutional support
908,2022,2022_710,Institutional support
909,2022,2022_712,Institutional support
910,2022,2022_722,Institutional support
911,2022,2022_723,Institutional support
